applicationtype-Win32Application,executionstatus-CouldNotCreateProcess,executionstatus-CouldNotInstallHook,executionstatus-OK,executionstatus-WindowsLoaderError,first_call-load_image,num_accept_socket,num_add_netjob,num_bind_socket,num_change_service_config,num_check_for_debugger,num_com_create_instance,num_com_createole_object,num_com_get_class_object,num_connect,num_connect_socket,num_control_service,num_copy_file,num_create_directory,num_create_file,num_create_interface,num_create_key,num_create_mailslot,num_create_mutex,num_create_namedpipe,num_create_open_file,num_create_process_as_user,num_create_process_nt,num_create_service,num_create_socket,num_create_thread,num_create_thread_remote,num_create_window,num_delete_file,num_delete_key,num_delete_service,num_delete_share,num_delete_value,num_destroy_window,num_download_file,num_download_file_to_cache,num_dump_line,num_enum_handles,num_enum_items,num_enum_keys,num_enum_modules,num_enum_processes,num_enum_services,num_enum_share,num_enum_subtypes,num_enum_types,num_enum_values,num_enum_window,num_exit_windows,num_find_file,num_find_window,num_get_computer_name,num_get_file_attributes,num_get_host_by_addr,num_get_system_directory,num_get_system_time,num_get_userinfo,num_get_username,num_get_windows_directory,num_impersonate_user,num_kill_process,num_listen_socket,num_load_dll,num_load_driver,num_load_image,num_logon_as_user,num_message,num_move_file,num_open_file,num_open_key,num_open_mutex,num_open_process,num_open_scmanager,num_open_service,num_open_url,num_process,num_read_section,num_read_value,num_recv_socket,num_remove_directory,num_revert_to_self,num_send_socket,num_set_file_attributes,num_set_file_time,num_set_system_time,num_set_thread_context,num_set_value,num_set_windows_hook,num_show_window,num_sleep,num_start_service,num_system_calls,num_thread,num_trimmed_bytes,num_unload_driver,num_vm_allocate,num_vm_mapviewofsection,num_vm_protect,num_vm_read,num_vm_write,num_write_value,startreason-AnalysisTarget,startreason-BHOInstalled,startreason-CreateProcess,startreason-DCOMService,startreason-InjectedCode,startreason-SCM,startreason-SvcHost,terminationreason-KilledByWindowsLoader,terminationreason-NormalTermination,terminationreason-Timeout,terminationreason-Unknown,username-Administrator,username-LOKALER DIENST,username-NETZWERKDIENST,username-SYSTEM,y
1,0,0,3,0,1,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,8,0,0,0,0,0,42,0,0,0,0,0,4,0,0,0,0,0,0,1,48,0,6,1,0,7,0,12,0,0,0,2,0,2,0,84,0,2,0,0,0,14,96,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,3,0,636,2,0,0,0,0,36,0,0,0,1,0,1,1,0,0,0,0,2,1,0,2,0,0,1,8
1,0,0,3,0,1,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,8,0,0,0,0,0,42,0,0,0,0,0,4,0,0,0,0,0,0,1,49,0,6,5,0,7,0,15,0,0,0,2,0,2,0,84,0,2,0,0,0,14,96,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,3,0,649,2,0,0,0,0,36,0,0,0,1,0,1,1,0,0,0,0,2,1,0,2,0,0,1,8
1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,8,0,0,0,0,0,1,0,22,0,1,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,73,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,8
1,0,2,18,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,26,0,1,0,0,0,3,14,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,10,0,0,1,0,485,0,8,0,0,0,10,73,847,49,0,0,1,10,0,0,0,0,1,0,3,1,0,0,3,0,0,770,0,3072,26,0,0,131,0,413,0,95,0,1,0,1,0,18,0,0,0,1,17,2,4,3,2,9,14
1,0,0,4,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,3,0,0,0,0,0,1,0,53,0,2,0,0,0,4,12,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,251,3,0,0,8,0,121,0,5,0,1,0,1,1,0,1,0,0,2,2,0,2,0,0,2,10
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,13
1,0,0,3,0,1,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,8,0,0,0,0,0,42,0,0,0,0,0,4,0,0,0,0,0,0,1,48,0,6,2,0,7,0,13,0,0,0,2,0,2,0,84,0,2,0,0,0,14,96,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,3,0,640,2,0,0,0,0,36,0,0,0,1,0,1,1,0,0,0,0,2,1,0,2,0,0,1,8
1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,1,0,9,0,0,0,0,0,1,0,33,0,1,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,0,103,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,8
1,0,0,3,0,1,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,8,0,0,0,0,0,42,0,0,0,0,0,4,0,0,0,0,0,0,1,48,0,6,4,0,7,0,13,0,0,0,2,0,2,0,84,0,2,0,0,0,14,96,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,3,0,643,2,0,0,0,0,36,0,0,0,1,0,1,1,0,0,0,0,2,1,0,2,0,0,1,8
1,0,0,2,0,1,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,36,0,1,0,0,0,3,3,0,0,3,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,113,0,0,0,0,0,46,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,13
1,0,0,13,0,1,0,0,6,0,5,2,0,0,0,6,0,3,84,6,0,6,0,49,0,47,0,0,0,11,11,8,7,653,1,0,0,6,0,0,0,2069,0,0,5,0,2,0,0,0,0,2,11,0,24,6,11,8,0,43,0,0,10,1,6,7,0,216,0,5,0,0,1,98,689,8,1,2,0,6,7,0,0,125,69,1,6,1,0,0,0,59,10,0,6,0,5557,11,125,0,32,0,212,0,20,0,1,0,10,1,0,1,0,0,9,4,0,11,0,0,2,10
1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,2,0,8,0,0,1,1,0,1,0,26,0,1,0,0,0,0,14,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,1,0,93,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,12
1,0,0,5,0,1,0,0,0,0,2,2,0,1,0,0,0,0,0,4,0,0,0,14,0,0,0,0,0,0,2,0,5,2,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,4,0,8,1,0,25,0,11,0,0,0,2,0,1,0,116,0,3,0,0,0,24,158,0,1,0,0,0,2,0,10,0,1,0,0,1,0,0,0,1,11,0,1,0,944,4,0,0,0,0,54,0,0,0,1,0,3,1,0,0,0,0,2,3,0,4,0,0,1,0
1,0,0,3,0,1,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,8,0,0,0,0,0,42,0,0,0,0,0,4,0,0,0,0,0,0,1,49,0,6,6,0,7,0,14,0,0,0,2,0,2,0,84,0,2,0,0,0,14,96,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,4,0,650,2,0,0,0,0,36,0,0,0,1,0,1,1,0,0,0,0,2,1,0,2,0,0,1,8
1,0,0,4,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,4,0,0,0,0,0,1,0,56,0,2,0,0,0,4,12,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,255,3,0,0,8,0,121,0,5,0,1,0,1,1,0,1,0,0,2,2,0,2,0,0,2,10
1,0,0,3,0,1,0,0,0,0,2,5,0,2,0,2,0,0,0,1,0,0,0,13,0,15,0,0,0,4,7,2,4,0,0,0,0,0,0,0,0,812,0,0,2,0,0,0,0,0,0,0,2,0,0,0,3,1,0,12,6,0,4,0,0,1,0,107,0,2,0,51,0,12,43,0,0,0,0,0,1,0,0,41,0,0,10,0,0,0,0,0,4,0,2,0,1291,3,49,0,8,0,15,0,5,0,1,0,1,1,0,0,0,0,1,2,0,2,0,0,1,10
1,0,0,3,0,1,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,8,0,0,0,0,0,42,0,0,0,0,0,4,0,0,0,0,0,0,1,48,0,6,1,0,7,0,12,0,0,0,2,0,2,0,84,0,2,0,0,0,14,96,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,3,0,636,2,0,0,0,0,36,0,0,0,1,0,1,1,0,0,0,0,2,1,0,2,0,0,1,8
1,0,0,3,0,1,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,8,0,0,0,0,0,42,0,0,0,0,0,4,0,0,0,0,0,0,1,47,0,6,2,0,7,0,13,0,0,0,2,0,2,0,84,0,2,0,0,0,14,96,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,3,0,639,2,0,0,0,0,36,0,0,0,1,0,1,1,0,0,0,0,2,1,0,2,0,0,1,8
1,0,0,3,0,1,0,0,1,0,1,0,0,0,0,1,0,0,6,2,0,0,0,8,0,0,0,0,0,1,2,0,6,3,0,0,0,0,43,0,0,19,0,0,0,0,0,0,0,0,0,0,50,0,8,2,0,10,0,12,0,0,0,0,0,1,0,28,0,1,0,0,0,2,11,0,1,0,0,0,2,0,0,2,1,0,2,2,0,0,0,0,2,4,0,0,261,3,1,0,0,0,12,0,0,0,1,1,0,0,0,1,0,0,2,1,0,2,0,0,1,0
1,0,0,13,0,1,0,0,6,0,5,3,0,0,0,6,0,3,84,8,0,6,0,38,0,44,0,0,0,11,12,6,6,653,1,0,0,6,0,0,0,1701,0,0,5,0,2,0,0,0,0,2,10,0,26,6,10,11,0,38,2,0,11,1,6,6,0,224,0,6,0,0,1,106,689,5,2,2,0,6,6,0,0,102,69,2,6,1,0,0,0,59,8,0,5,0,5289,12,102,0,24,0,375,0,15,0,1,0,10,1,0,1,0,0,9,4,0,11,0,0,2,10
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,13,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,11
1,0,0,1,0,1,0,0,0,0,12,0,0,0,0,0,0,1,1,1,0,1,0,6,0,3,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,4,3,0,11,0,0,34,0,10,0,0,0,3,0,0,0,58,0,1,0,0,0,97,89,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,5,1,0,0,553,1,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1,0,0,3,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,8,0,0,0,0,0,42,0,0,0,0,0,4,0,0,0,0,0,0,1,49,0,6,1,0,6,0,11,0,0,0,2,0,1,0,80,0,2,0,0,0,12,95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,3,0,625,3,0,0,0,0,36,0,0,0,1,0,1,1,0,0,0,0,2,1,0,2,0,0,1,8
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7
1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,2,0,8,0,0,1,1,0,1,0,26,0,1,0,0,0,0,14,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,1,0,93,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,12
1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,7,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,2,0,2,0,9,0,0,0,1,0,1,0,27,0,1,0,0,0,1,17,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,3,2,0,188,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,8
1,0,0,5,0,1,0,0,0,0,2,2,0,1,0,0,0,0,2,1,0,0,0,15,0,0,0,0,0,0,4,0,11,3,0,0,0,0,43,0,0,0,0,0,4,0,0,0,0,0,0,1,50,0,6,3,1,9,0,23,0,0,0,0,0,2,0,79,0,2,0,0,0,13,111,0,1,0,0,0,2,0,0,0,1,0,0,4,1,0,0,0,4,4,5,0,715,10,0,0,0,0,36,0,0,0,1,0,2,1,0,1,0,0,2,3,0,2,0,0,3,8
1,0,0,3,0,1,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,8,0,0,0,0,0,42,0,0,0,0,0,4,0,0,0,0,0,0,1,47,0,6,4,0,7,0,13,0,0,0,2,0,2,0,84,0,2,0,0,0,14,96,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,3,0,643,2,0,0,0,0,36,0,0,0,1,0,1,1,0,0,0,0,2,1,0,2,0,0,1,8
1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,8,0,0,0,0,0,1,0,20,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,71,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,8
1,0,0,3,0,1,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,8,0,0,0,0,0,42,0,0,0,0,0,4,0,0,0,0,0,0,1,48,0,6,1,0,7,0,12,0,0,0,2,0,2,0,84,0,2,0,0,0,14,96,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,3,0,636,2,0,0,0,0,36,0,0,0,1,0,1,1,0,0,0,0,2,1,0,2,0,0,1,8
1,0,3,23,0,1,0,0,3,0,3,0,0,0,0,0,0,2,65,0,0,3,0,41,0,63,0,0,0,3,21,20,5,4,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,3,0,1,4,0,14,3,0,10,1,0,3,3,631,0,11,0,0,0,281,233,387,57,0,0,0,13,0,2,0,0,0,0,3,1,0,0,8,3,1,558,0,3623,31,0,0,161,0,481,0,115,0,1,0,4,0,21,0,0,0,5,18,3,6,4,3,10,12
1,0,0,13,0,1,0,0,0,0,2,10,0,0,0,0,0,37,1,0,0,26,0,14,0,40,0,0,0,2,2,0,12,0,9,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,143,3,2,85,0,23,39,0,1,1,0,5,0,231,0,7,0,0,0,84,199,0,2,2,2,0,5,0,21,0,0,0,0,8,0,0,0,51,5,2,2,0,1251,6,0,0,0,0,78,0,0,0,1,0,10,1,0,1,0,0,8,5,0,11,0,0,2,1
1,0,0,13,0,1,0,0,6,0,5,3,0,0,0,6,0,3,84,8,0,6,0,31,0,44,0,0,0,11,12,6,6,653,1,0,0,6,0,0,0,1509,0,0,5,0,2,0,0,0,0,2,10,0,26,6,10,11,0,40,10,0,11,1,6,6,0,233,0,6,0,0,1,106,689,0,2,2,0,6,6,0,0,90,69,2,6,1,0,0,0,59,8,0,5,0,5034,12,90,0,24,0,329,0,15,0,1,0,10,1,0,1,0,0,9,4,0,11,0,0,2,10
1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,2,0,8,0,0,1,1,0,1,0,26,0,1,0,0,0,0,14,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,1,0,93,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,12
1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,3,0,2,0,10,1,0,0,1,0,1,0,28,0,1,0,0,0,0,17,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,4,2,0,290,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,8
1,0,0,13,0,1,0,0,0,0,2,10,0,0,0,0,0,37,1,0,0,26,0,14,0,40,0,0,0,2,2,0,12,0,9,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,143,3,2,85,0,23,39,0,1,1,0,5,0,231,0,7,0,0,0,84,199,0,2,2,2,0,5,0,21,0,0,0,0,8,0,0,0,51,5,2,2,0,1251,6,0,0,0,0,78,0,0,0,1,0,10,1,0,1,0,0,8,5,0,11,0,0,2,1
1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,20,0,1,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,83,0,0,0,1,0,15,1,2,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0
1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,1,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,4,0,7,0,0,0,0,0,1,0,32,0,1,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,0,100,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,8
1,0,0,3,0,1,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,8,0,0,0,0,0,42,0,0,0,0,0,4,0,0,0,0,0,0,1,47,0,6,2,0,7,0,13,0,0,0,2,0,2,0,84,0,2,0,0,0,14,96,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,3,0,639,2,0,0,0,0,36,0,0,0,1,0,1,1,0,0,0,0,2,1,0,2,0,0,1,8
