Id,User,ISBN,Rating
62826,1183,1582341338,1
249928,5297,0671021850,3
158422,2515,0764501321,4
233852,1469,084230052X,4
76354,3668,2207254410,4
176748,3938,055305340X,2
134018,7016,1566491436,5
93933,1738,0425189961,3
96015,2977,0920668372,5
213628,727,0060917016,5
241192,6403,0440234743,3
181818,1986,0525944834,5
136686,781,0596001320,4
99412,1891,0385301421,4
91187,5979,0330491970,4
62546,1899,0671870114,5
54773,1343,0060582553,4
140377,204,0140256342,5
229011,782,0932499155,4
158879,306,0070150338,4
225598,8893,0312966172,5
262495,1961,006100958X,5
270933,2363,0451205421,4
76414,6747,0061057568,4
107732,1738,0809244748,3
266809,641,0385265700,5
142911,8296,0446608815,2
300125,479,0452269997,5
208032,646,0451452062,3
40235,9690,0553569074,4
60472,2702,0345369343,5
95516,3717,8425414296,4
278206,3597,0373223404,2
88506,5538,2226021183,5
227699,75,0756401771,5
32319,6013,1853262226,4
4297,1613,0140511474,3
52607,9720,0525946969,2
181177,2729,0060392452,4
180296,68,0060166541,5
46292,8157,2070420736,3
185787,2338,0875425933,4
131487,9960,0764223437,4
181604,540,0345325818,4
71871,2774,0345327128,4
63727,3671,0446364150,3
56782,5139,3499224615,5
93698,12153,0300093055,4
45542,366,0140110526,4
44300,9,3729402293,5
244848,525,0870992333,3
125682,3995,0590333062,4
193569,481,0671035827,3
82285,177,0345389417,4
224438,3812,0553212540,4
124024,4073,1878424319,5
234576,579,3548255221,4
44826,28,1576739627,5
263393,860,0761528989,4
38550,9546,0440416612,5
144271,4361,044023669X,5
171326,408,0743211936,5
108554,3253,0441117732,3
283536,1691,0312924585,5
73864,257,0143013505,4
109426,972,0679729585,5
55819,1929,067103619X,3
36272,659,0446603929,4
198555,965,0821764144,3
292457,1921,0140440038,4
156459,860,0441694004,4
77219,4378,0394533887,4
171553,10089,0375803483,3
47435,1638,0671559052,4
178324,9420,1558744150,4
277021,3828,038533320X,4
197192,113,0451170784,4
179675,12221,0449145085,3
252948,1719,055310652X,4
291870,68,0198227868,5
188031,2328,2705660151,4
267122,9458,0345422406,3
257596,5340,0330481320,4
69157,968,0821717790,4
145731,518,0553258540,5
95158,860,0596000715,4
186681,2052,1558745157,4
292849,3741,0684863871,4
135660,1451,0070628572,4
66987,6030,019214202X,4
78758,3571,1566190274,5
124114,5173,0553572997,4
85376,4470,0789430282,4
212248,155,1886411077,4
186226,10957,1841491454,3
41382,58,0446364193,5
202655,3631,1558744630,5
184605,75,0765300044,5
59699,3754,0373836015,5
22348,4107,0553280147,3
240356,6985,1862300372,4
183189,12748,0553265741,4
204691,91,0375756795,3
215772,1514,0060973617,5
292008,9577,0553560735,4
198611,75,0451410653,5
199368,1379,0595129838,5
138514,5213,0812575423,3
107468,141,0142004235,5
80491,353,0375500510,5
240543,8825,038550926X,4
128898,307,0609605887,5
293031,4852,0345465083,3
91513,12105,0679740392,4
110151,4219,0174434774,4
184928,27,0812531035,5
170925,2219,0380721783,4
137183,5978,0689822081,4
272364,3304,0380429861,3
136611,2420,0671789422,5
131099,1514,0670825379,5
234580,8,8401462231,4
19557,2293,0060096209,4
82190,480,0060922532,4
205377,75,0967303575,5
300044,3866,042518286X,5
132676,5247,0553271369,4
9730,1853,0380721783,4
237264,197,0345356535,3
110279,10959,3423704438,4
6421,75,0380977915,5
237879,3412,0440213525,4
274640,8977,0849911435,5
201216,2660,0385721676,4
42369,1250,0783889836,3
246428,68,0941533794,4
184664,18,9583004448,5
126228,7307,0688148956,1
141104,5997,0449912108,4
39235,393,1881527360,3
265091,8,0531088928,4
108567,9391,0553116606,4
143843,525,0394864190,4
74296,1081,0671529609,2
7541,88,0399151850,5
197298,746,0385333412,3
205010,8,0440111811,5
145207,582,0553560271,4
112764,980,0679435328,4
241684,3026,0375814663,5
225798,68,0891343636,5
16574,119,0609804731,4
26985,2687,0380471752,5
82340,537,1582341745,5
201797,5399,0807081035,1
173208,10169,0553579134,4
97418,467,0449003655,4
102373,2756,0804113424,4
208456,155,0879516119,5
295189,1121,0671042440,4
19536,3115,0671004530,5
64542,2427,0803709048,5
159784,1823,0933944047,5
6458,3646,0449006344,5
25933,6754,0060652802,4
67899,4688,0590493663,4
100887,75,0670031372,5
277330,8593,0440225701,3
95835,11667,0553262912,4
54262,2162,0804109745,5
265531,3224,0671886290,4
238927,1271,0807207543,5
184460,493,0373242328,3
240969,6492,0007107110,4
176057,6413,0671776800,5
28420,5732,0394558235,4
204048,202,0553212443,5
287371,4365,0345444388,4
26895,1464,0345360362,4
282786,7115,0345356748,4
134924,209,1551668912,4
222539,7744,0345435249,4
51688,254,1878424084,4
93659,10450,2253011738,4
244991,852,0060915153,4
112500,1646,0380017121,5
231372,800,0553273914,5
89699,1707,0688077153,5
238595,2148,038531700X,5
34768,3408,0345410122,4
187000,12389,2070364755,3
112039,3571,0679418733,4
61083,881,1842222414,3
112105,1323,0375413006,4
301342,1547,0671870114,5
99847,884,0345308999,5
44562,1219,1573226882,4
43768,10000,0553279912,3
179709,2491,0395611563,5
121787,82,0373035128,5
281477,9450,0553262505,5
11344,2025,0451186923,4
89868,9582,096958220X,5
187778,125,0843947896,4
155239,2160,0373482477,4
251109,1380,0767903382,5
298930,4873,0590425919,4
249947,5211,006109403X,3
240204,941,0394830148,4
156739,3771,1561483397,5
139628,2194,0345342968,5
190481,459,0553403877,5
73,71,0345434676,4
202367,1511,0786889284,4
43221,4460,0393014991,4
91554,387,006109918X,4
148596,588,0440998050,5
161055,8,0140144595,4
51979,3613,0671015206,3
173572,2394,1858136563,5
93277,11637,0060920084,4
257799,5519,1585420921,4
163957,10037,0671892401,3
122808,4772,0060111011,5
175988,2365,0446609617,3
290759,5150,068566158X,3
167526,6223,0436202492,4
50813,550,0880386258,4
103981,3086,0140254544,5
125883,1510,0399149384,4
252889,11463,0312981589,4
23187,82,0689806167,5
105672,6849,0060179457,4
91530,5572,0802131379,4
22408,6857,051758512X,2
4427,2800,0451184726,5
121978,387,0679441883,4
100039,818,0142002267,5
91758,3669,0142002194,4
296791,7075,0553564943,5
197853,2563,0805210415,4
163921,5840,0876058403,4
12929,2130,0312288115,4
188248,1050,0446311677,3
162858,3801,0440235502,4
235640,609,0440114764,5
191404,7824,0743417682,4
200664,11530,1573225053,4
127874,5117,0385424728,4
234582,6349,1573228583,5
274713,295,0440108063,4
260498,10476,0375502238,5
101471,4957,0590442996,5
286590,124,0373227469,2
164573,9213,0385316577,3
70916,11524,0385504209,5
124507,426,039951743X,5
258846,5929,0836218817,4
224498,430,0345413873,3
7497,3462,0393317552,5
211704,1818,0528839691,4
169344,525,0064400212,3
48608,2420,0697243966,5
197963,82,0671019422,4
172425,8557,0425121259,4
230883,498,0821770209,3
4211,1540,344275075X,5
252487,8433,0930100506,5
154802,7538,048627845X,5
249724,202,0262620200,5
172319,2234,0440416507,3
174229,2567,0812541979,3
208127,1716,0156711427,4
12710,5618,0380771691,3
150313,524,044095777X,5
233083,9667,092183392X,2
150516,906,057117213X,5
138689,1727,0879611413,3
173692,7441,0891417230,5
142704,1448,0446610550,5
58671,257,0886771331,4
11144,1066,0373825021,4
214360,10123,044022103X,5
210955,1032,0910146667,4
247490,1239,0448060043,5
233059,68,0671793233,5
217267,436,0876053983,4
15188,5087,0671568523,4
195021,426,059043893X,2
292026,637,1559947586,5
220551,2015,0451211596,4
272349,6466,0786864249,3
61952,2469,0553279556,4
47154,9859,0671027344,5
256282,903,0744521041,4
251863,10325,0449003795,4
55428,4033,0767903501,4
256274,8,1410755568,5
108140,2513,091581112X,4
233867,5326,2070360601,4
285406,1936,0452280621,5
153184,2311,1890449008,5
215014,704,0373122772,4
14023,2822,155192451X,3
63354,1000,3442429439,4
259760,169,1567315151,4
288566,12680,0684833395,5
164276,1915,0140434895,2
178428,12618,0380702843,4
131311,82,0515084891,5
271923,419,1564781755,3
62884,9463,8878181137,4
206855,11297,0451191978,4
200140,3517,0061054909,4
98432,3325,0316037621,4
223762,1383,0345341678,4
24175,867,1558744630,2
70687,5537,0070648441,3
265050,2627,0670835382,5
258418,609,0380679914,5
253676,9937,0553583905,1
63921,6994,0425194523,4
239147,4198,1880418568,4
197843,7478,0451400569,4
51432,208,1591820073,5
93572,11542,0140177035,3
222758,3355,0440228840,4
15535,6296,0553372971,5
289585,6807,0671001795,4
198820,2236,2070420116,5
77220,2964,006000438X,3
94514,11337,0553295772,5
138099,418,0399145664,4
296241,10885,0671027123,4
185401,5084,0142001740,5
42148,2557,0425147746,4
127846,1845,0312011482,3
101685,1297,0821762907,4
50337,1423,1591160731,5
142238,1296,1573229326,4
44530,10058,0373164041,3
140367,119,0679775471,4
142377,822,0451149513,5
118546,642,0385265700,4
127660,1194,0373076983,3
217777,2491,0743445600,4
143608,419,038071907X,4
223468,12229,9501503771,5
173214,8664,046500329X,1
69887,9082,0345350804,5
301847,1376,1582614687,5
179940,993,0345365283,4
219525,704,0373243634,3
286920,387,0385323832,3
251801,2523,0879977620,5
57810,8485,0345308980,4
96744,159,0156106809,5
157525,1954,0679735690,5
293147,7317,0440234743,4
125792,822,0553268899,4
125840,1144,0446673544,5
292146,3299,0399147799,1
185577,12759,0345335406,2
187698,1239,0316291161,4
290491,2173,0393035468,5
240662,1184,0380726262,2
94990,813,055357230X,5
190757,4940,0842329218,5
138657,973,0553239031,5
286120,4464,0679767495,4
137462,1799,0671004107,3
170680,1520,0968971105,3
115191,1586,043935806X,5
230680,10701,067169507X,3
196138,3699,0822214504,3
31422,292,0380770369,3
113248,191,0140440372,5
159096,397,0961462000,4
239760,392,0679001549,4
42484,75,0765302942,5
134395,11417,0618263276,4
207295,2780,0825302986,5
60273,1234,0449908593,5
252782,643,0806905530,4
183214,447,1400031354,5
216680,1246,0140011145,4
116436,5373,0345253590,3
85230,1647,847901654X,4
115281,5806,0451208080,4
180955,75,0892967749,5
167642,7567,0586084622,5
166073,2957,0870115146,5
217461,640,0671025333,5
103798,1738,1878424173,4
5293,1252,1887314121,5
224753,8200,0394755596,4
157531,796,0440235960,4
170549,1282,078530701X,5
82942,91,067960166X,3
170285,7906,0895295504,4
270215,11193,3379015431,4
114835,212,1401088945,2
52123,9334,1559703040,4
289736,5363,0679756450,3
251188,6603,0812543890,4
78951,3829,0671673688,3
170311,257,0553575384,5
211680,13,0316212520,4
213120,6999,0590414291,5
28857,3081,0679805273,5
144975,7608,0451452313,4
251457,973,0380718332,5
76890,2011,0910223157,5
136350,378,1576730360,5
251130,884,0671519727,4
98581,3984,0061009504,5
18973,2035,0671001132,5
263455,1856,0380820854,4
224928,350,8478887741,4
86214,4588,067169507X,4
211670,7903,0192835157,5
133638,6156,0525945636,4
191997,3923,1856261166,3
189480,4465,1573229326,4
273504,3330,039487336X,4
102950,901,014027927X,4
108552,1102,0345334930,5
198214,3511,0380725584,5
133924,3104,044900578X,5
114723,4308,0451078721,5
134863,860,0842329242,4
1334,1071,0671550527,5
183394,3045,0759643717,3
110724,3761,0515127132,3
114031,31,0399146431,4
89618,8425,0553373730,5
204584,5390,0441338518,5
213204,1257,1565071115,3
299531,550,0345353145,4
175737,1403,0690041535,5
268171,5796,0374189897,3
61353,257,0804106304,4
33553,5288,0440136482,2
203827,197,0684835983,4
209909,1167,0151001510,4
121060,2712,0446672211,4
209598,75,0060555882,5
3700,2454,0445402296,4
154072,10340,0373124058,4
41891,1105,080411997X,2
212211,11789,0345311973,4
142517,11956,0440295734,4
19986,780,1562920448,4
82034,5408,0345420713,4
206736,3464,0156011190,4
140094,1940,0425173755,5
212193,8,8473866444,3
210272,7299,0385475721,3
168875,6575,0671001795,4
141727,8,0007139411,1
196102,12135,0671678981,4
149603,2139,0689835663,5
206720,4923,0451128370,5
45696,2236,2264031379,5
209310,2149,0743411374,4
83667,3373,1400030382,4
128690,12387,0449000265,4
126250,11809,0452280621,3
277314,7772,0812575954,3
214227,2627,0399133453,5
32720,481,0671023888,5
255252,3417,1570715165,5
159918,3794,0440180295,5
179424,2567,0767902521,4
262319,643,0345434250,4
281921,6119,0449004392,4
197743,2099,0449146448,4
225986,7518,1559701277,5
183700,453,0671039962,3
186135,9714,0449003981,5
99918,91,1582871353,3
8161,2011,0740721941,5
46114,10173,0553109049,4
133709,3778,1887655875,5
171147,1921,0425151255,4
79320,587,0883683237,2
227731,2083,0451178025,4
184382,8268,0394700155,5
96226,72,080728162X,2
6672,191,080411109X,4
145125,2192,0156870118,4
234701,1779,0345430808,5
132560,3635,0679722025,3
647,566,842398608X,3
95571,1105,0373218052,4
156304,3196,0898795079,4
169942,1856,0373765207,4
103390,84,0060931396,5
211096,155,0670846430,5
90808,28,0446910953,4
102675,1325,0312203039,4
484,432,0345348036,5
160234,511,0452281202,3
200727,3992,0937611018,4
235629,5971,9501290670,5
224584,75,0804120005,4
39197,75,0345467159,5
256823,631,0449210634,4
92258,6871,0312278586,4
145159,968,0786882751,5
253101,4468,0345337662,4
163355,2648,3746619130,5
62903,1618,0515137111,3
193374,9549,1565122992,4
194079,4998,0943233437,4
64725,9553,0385498802,4
37820,2357,019540503X,5
103320,75,0595165311,4
252147,1629,0697252825,3
64167,2142,0316748005,4
224194,3683,325722575X,4
72580,159,0156001314,5
68159,9244,0586063919,4
212886,928,0140279687,4
158613,7176,1573228737,4
281195,9428,0140071814,4
250499,4869,0061097101,4
137714,4634,0312980140,4
250612,8126,1556617321,4
13851,5906,0446672211,4
162659,75,1575669218,5
266214,6491,0140512047,5
300390,480,0380817691,3
133358,1108,0316666343,4
157949,8902,067161746X,4
283180,75,0373790880,4
169517,12308,0399149848,5
88024,134,0006145922,5
74960,8385,1400030927,4
105350,10711,0380789035,4
49024,7140,2226105662,2
301093,12456,0345440838,4
249070,3329,0609603272,5
243733,164,0312062346,5
222848,75,0312288336,5
302127,8,0006552390,3
36705,4925,0684811847,2
203771,453,0684845768,4
167418,8,034540761X,4
80325,5780,1593080484,5
88106,5442,0373441835,4
155775,7233,0373765347,5
263092,3996,0440224594,4
165784,380,0060577487,4
100977,8107,1860463657,5
245145,9810,0688164080,4
86677,27,0380774933,5
246162,8692,0373270836,4
106605,778,0553578693,5
57329,75,0373710895,4
164900,3133,0486406482,1
165454,6148,0061093092,4
274609,1667,0426203062,4
174592,2888,1889392081,4
276515,8,0440226414,3
33408,9040,1552123650,4
210686,1998,0375704051,5
33598,831,1579660428,4
266059,3068,0316666343,4
136216,5522,0440931800,5
14463,666,0871136864,5
93282,4740,0395822696,3
22535,3777,0740700316,5
14251,75,0765300583,5
175285,256,0345339711,5
135551,6877,0679419462,4
81442,459,0679774386,5
287076,1406,0739413317,4
172327,2983,0451526341,5
166693,9435,0671778706,3
192917,11310,0440180295,5
198332,4617,8401490987,4
13788,5892,0385722206,3
129354,100,051511992X,3
160216,860,0449911012,4
139402,2557,0452282829,4
164748,8250,0380800810,5
95019,415,155874875X,1
82439,7251,0553380648,5
93501,4090,0439136369,5
289774,110,0646065432,2
142795,7756,0714530689,4
290610,9690,0020198906,5
196321,3417,0688217206,5
205681,1050,0152050167,5
175344,1477,1557731136,4
104525,8,0375719334,4
215811,3197,0373104030,3
25157,4886,3548254268,5
11965,5412,0553582526,4
233249,7071,0385323638,4
181396,5956,0375413634,4
291845,9647,0375500162,4
50678,1607,0553148001,5
48101,75,0425191915,5
44557,262,075380476X,4
6332,3604,051513175X,4
29982,194,1559724692,4
180924,4239,0446328960,3
174696,875,0671003976,4
73938,1198,0385468687,3
254248,2988,0070118833,4
108529,11,0394731301,5
180291,4247,0553487655,5
190088,350,0375705503,4
13331,3096,0140071083,5
209204,7217,0870447904,4
61933,8,0743230655,5
188480,2729,0060976845,3
287876,1646,0151005672,2
11880,1575,0821736892,5
30311,1360,0505524090,5
133958,9286,0446609323,5
52957,8397,0440223822,3
298006,284,0684865742,4
132779,9381,0316313076,3
21357,7392,044022165X,5
17018,1238,0684159902,3
20666,7271,0385335830,4
234767,73,0880291540,5
254568,11126,0671042858,4
223034,1278,0684803143,4
17163,3214,0156400936,3
136058,283,0140546499,4
123330,3741,1881273393,4
229570,3838,038079960X,4
278615,10326,0192833642,4
292122,10807,0886466644,2
43658,91,0670306339,3
173709,107,0553579754,5
294947,4394,0060530421,4
35792,1512,9505156065,5
119364,599,0451410416,5
16319,3689,0812541685,4
168915,7721,055325846X,4
3960,2564,0440117658,3
300761,9605,0440236819,4
52896,304,0399132678,5
39741,5444,0373484623,4
201497,996,0879979623,4
229791,9487,0743428625,3
18781,4691,0312263996,4
140281,1397,0786861614,5
23802,1423,0060936231,5
290008,1380,1579548555,5
26040,1930,0755101928,4
121788,5562,1401600301,3
109797,3640,0156028778,4
2636,387,042516036X,4
44703,9713,0553404849,5
152772,11667,0425121259,4
108812,5157,0380719142,5
76111,71,0684864843,4
81769,193,1883013453,5
63095,5369,0671027360,5
134103,11011,0440236665,3
59956,5720,1583220577,5
141357,643,0590423169,4
79749,2496,0060517794,4
241619,1220,0871138700,4
297782,2291,0553210122,5
254267,2863,0446612146,4
151139,351,0446529788,5
294625,864,0877799040,4
54980,4897,0373033702,3
115816,2427,0385729340,4
79269,3433,0767905180,4
205330,547,0451150325,5
68011,4714,0446351962,5
240948,197,0786864516,5
243502,737,0425152901,4
18757,6819,0316107093,5
185001,1556,1564580644,5
22082,7511,3442426677,4
191781,1012,048627053X,4
213038,387,0451201558,5
79705,2566,8440679858,5
48088,243,0756400619,5
266220,2562,0446519766,5
254144,9251,0880299053,4
115328,6594,0618002243,5
16285,459,0671527967,4
8610,389,0590353403,5
75606,273,0553250442,4
40480,214,1580620477,4
237938,11608,0765342898,4
70183,6578,0399141359,4
24001,7523,8435005852,3
194836,1465,055327824X,5
47139,136,3453171551,4
24163,7842,3810505153,3
301828,1355,0399149325,4
20357,860,0679773738,4
141688,6713,0449908488,5
211809,12082,0064471721,3
265963,3741,1592400876,5
60498,11066,0451523040,3
144548,5609,3458323309,3
298917,9062,0786832207,3
21494,711,0345453816,3
40710,484,1400034779,4
72986,3347,0441003257,4
148447,5088,0440236177,4
256292,616,1881927148,3
62156,75,0060092149,3
160559,2402,8423914968,3
163517,619,8484036375,4
131702,550,0425181685,2
257402,1088,0060928336,4
301681,202,0451525302,5
132949,539,0345441699,4
171028,4477,0894803700,2
108332,9537,0449221202,4
160233,1649,0452285186,5
82254,3598,0452269091,4
136637,6458,0743223055,4
287740,9988,0345409876,2
149639,4899,0452264464,5
95066,6820,0373708262,4
160906,75,0446611735,5
157246,12702,3442416566,5
166041,732,0385504209,5
288320,4397,158899256X,4
285974,3058,0452283795,2
232751,2496,0385498233,3
258814,148,1558746625,4
220959,860,051511605X,4
239933,38,0525459537,3
60747,10251,006109594X,5
110123,3897,0515129968,3
4945,3027,0446358592,2
259381,688,2862270938,4
10391,3938,0345295315,5
269583,781,0062700146,5
181035,6988,0451203895,3
301331,2092,0345436911,4
57502,3438,0812500067,3
56786,1787,0515124621,3
16408,1816,014017737X,3
63538,8,0373218036,5
7848,494,0553100742,4
98602,12238,0525946829,4
31557,8,0380762560,4
77675,781,0811816966,5
191949,1533,0393322114,4
933,91,0835910563,3
2299,147,0141301074,4
286874,4269,0679457313,4
166337,2627,0425038246,5
153679,594,1576737330,4
227451,22,0399150579,3
5230,159,0451177800,5
130683,3462,0345373537,5
267325,202,0860916464,5
166678,445,0553575023,5
148228,1867,0515128546,3
138304,190,0440222818,4
269354,8146,1878424114,3
195216,6592,1569712077,4
48580,642,0060921145,4
142298,4539,0786868716,4
301564,884,0870447343,5
76039,7272,0207131961,4
69625,899,0380789035,4
269967,3676,1555210104,4
85459,1872,0385332815,2
176539,466,0684849690,5
125636,2422,0810928191,5
178635,480,0316693235,4
51627,10547,0763403059,4
70751,11455,0717121569,4
139126,614,0671493043,3
164568,6271,055356451X,5
158607,191,014044100X,5
140140,8,0140259112,5
294662,1050,0425116840,4
121747,2219,0446523321,4
153870,2465,0517072459,5
279759,10282,0960531815,4
91521,2783,0671474200,5
282731,8845,0449002632,4
221301,1576,0762724579,5
298512,168,0821769367,1
278852,436,1570629048,4
109036,2254,0140253602,5
187710,3044,0870227785,5
280469,10550,0375701044,4
274982,11716,0451180232,4
216216,8000,088070697X,4
140370,8083,0671028146,5
281062,5732,014023313X,5
145949,15,0874068959,5
237221,5514,0609801864,4
265462,2083,0064407675,4
281248,2421,0553250426,4
288433,11636,1573241482,4
188294,2726,0821770438,3
130819,4493,0800718372,4
292189,524,0399219463,5
95261,8,0974658200,4
299004,777,0743202988,5
200825,5171,0898154022,4
224564,313,1551662701,5
106378,75,0451410459,4
48270,91,0446363073,3
177501,2910,068486875X,4
110053,2802,0679746048,4
269695,82,0786002735,4
95116,678,034078721X,4
58928,1712,0140311084,5
274164,1479,0446364193,5
180956,5978,1400047854,4
99315,5446,0743205383,5
220064,3850,014023828X,5
88280,7507,0684857820,5
33281,127,1573221937,3
101151,3603,0874411033,5
156334,459,0140118373,5
221880,91,067082982X,3
146090,1211,080504843X,5
202011,5599,068981688X,3
49361,5444,0765341972,4
26901,8246,0449242072,4
252187,11630,0821748289,4
221822,10078,0140441212,4
185190,539,0831718021,3
115964,3578,1590710045,4
256878,4438,0375500510,4
43485,8,1557734224,4
170866,2489,0517888246,4
257670,609,0440498058,4
287020,6292,0312993560,5
121002,1433,0439062837,5
15408,6275,2070415635,5
2828,1135,0931674085,5
272676,351,0373076819,5
76012,1008,0060977744,4
270625,2308,0312255012,4
264706,4888,1565123824,4
11319,5254,082172472X,3
49790,9232,0380815923,5
263508,113,0340796219,4
31847,5489,0670844527,4
57340,4782,0806518871,5
79587,10182,0062736337,5
209382,1924,0345318862,5
247845,9129,0471253111,4
221067,8898,0440202507,4
288021,2420,051756288X,5
123302,352,0140043055,4
92095,1344,3453164121,5
46088,7042,0595217451,5
130780,5958,0671643703,4
8748,1295,068481417X,4
66417,1,0452270707,5
144392,6900,1558744630,5
185655,45,0515114049,4
26069,1451,0133633748,4
43794,2620,0515118249,4
93896,1510,0515136530,4
213513,9115,349223643X,5
108108,1111,0515137200,5
56171,970,0843931140,5
294053,202,0807064459,5
133920,10870,0590411241,4
51309,75,0373710682,5
243527,948,0448080125,5
143174,2440,0192833553,4
125713,2276,0449910571,5
66481,3854,015100692X,4
42987,3570,0743222229,5
65455,2465,0843952326,5
292312,2458,0156002728,5
205558,2314,0373076193,3
124394,2562,0451166604,5
75173,3597,084990918X,5
107605,4818,0441008631,2
63481,1856,0373821549,3
214129,50,3150080126,5
151122,773,0743253973,5
13913,1845,006099486X,3
121570,809,0671793551,5
127009,3562,0312194560,3
295596,444,0399135782,5
20571,8,0671461494,4
58561,1818,0771020031,4
104233,63,0312187688,5
146973,459,0399141146,5
166497,3570,037376202X,1
201464,350,0345453743,5
290211,1973,0743469801,5
36555,5476,0345444884,4
249270,2065,044100962X,4
105525,3689,0399142703,4
140308,3251,038572179X,4
58534,9256,0385504209,4
128607,4998,0812551486,5
164210,648,0435909819,4
18854,3058,0395694671,4
80462,8,0452283914,4
41971,3348,0812511816,4
210550,4734,051513239X,4
182904,7443,0684834723,4
55324,1997,3857911530,5
282399,9411,0679750932,4
208097,1613,0743201647,3
197391,2073,006098712X,5
73313,2980,2060000866,4
12427,8,1560762365,4
19165,1343,0345348656,4
8418,1497,0345421949,2
288808,150,0380776510,3
240999,4451,0312204302,1
257194,26,0064400042,5
169732,8578,0060008032,3
249383,4567,0345444884,4
65458,781,0517691256,5
264882,6030,0679743774,4
43014,3100,0767902521,4
2783,1081,0831707089,3
30977,631,0385482485,4
301486,4972,037570521X,5
174433,141,0439136369,4
247521,7419,0553225855,3
244876,4390,0373710747,4
97447,2219,0446610100,4
192115,1403,0932232000,4
238291,8,0446527130,5
7556,2415,0684833395,5
272360,3557,0030075211,4
19088,6610,089301155X,3
184695,616,0399518576,3
294816,2206,0553268937,4
205580,216,0345370805,3
260489,202,0521657296,4
74688,447,0399128298,5
13449,5810,0802138365,3
35379,3111,0380732726,5
182182,944,0060090367,4
121403,3739,0151008884,4
131667,2562,0446604801,5
230910,4567,0399501487,5
165339,9986,0060517794,4
51826,1208,0440234743,4
41771,8162,0312311338,4
86856,4197,0140445625,3
73784,2432,0684872153,4
254633,6446,0375724621,4
14197,3283,0451156609,3
274465,1193,038097536X,4
244673,267,0373834357,4
90657,1777,0141184868,5
13929,91,0679603328,3
289846,3865,3498029118,4
268923,8343,068484267X,4
6474,3650,0670532576,3
231917,5745,034076662X,4
134941,17,0066620996,4
9710,1847,0375702164,4
191491,11684,0553024248,3
126987,237,0380723816,5
239854,1125,038089968X,4
39443,3478,051511779X,4
74362,6826,2253010847,5
35511,7608,0385492081,4
167016,1398,0064440028,3
1483,1170,0375725784,3
280882,88,0380707616,4
176176,942,0671695142,5
287215,113,0006157629,4
110171,508,0198691793,5
116335,946,0375700293,4
10362,459,1573229326,4
220078,837,0061006629,4
114217,7338,087666513X,3
202846,7439,0380727501,3
220030,10640,0345434773,3
229272,1267,0451137965,4
257219,7932,0140104690,4
288218,5148,0373292481,3
254598,3426,0439064872,5
229333,2924,0345386825,4
184859,4890,0345417623,3
220170,2112,0373114265,3
120120,10887,0373483716,5
225676,292,0373708440,5
2360,1715,0060085452,3
147464,10378,0449006522,5
278710,8268,1841951900,5
277520,1696,096268743X,5
241689,8,0451167082,4
51713,2430,0375404481,4
56802,2459,0553563343,5
138863,211,1565936973,4
124885,2416,0525945261,4
249451,82,0373511469,5
9307,4645,0345401123,4
237930,2112,0345339703,3
49915,3623,0380975068,4
194652,2020,0449213447,4
208679,1067,0380804700,4
111513,1304,0449912159,3
201327,3551,1576834328,5
161749,1267,0029160030,5
105582,5062,1889392022,5
105831,718,1569317518,5
239327,3932,0140298479,5
122537,6458,0553106643,2
34229,2804,0152023895,3
211796,3600,0968428614,5
267780,3679,0375725784,4
21170,7367,0140182764,4
73912,75,0374456283,5
